Year,"Major area, region, country or area of destination",0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2017,Less developed regions,"3,129,209","2,927,382","2,615,994","2,834,552","3,894,802","5,165,698","5,480,133","4,954,277","4,113,554","3,343,233","2,612,049","2,134,478","1,690,918","1,306,890","1,046,778","1,757,424","49,007,640"
2017,Least developed countries,"633,630","595,515","515,354","561,218","689,870","761,234","723,696","632,996","536,562","441,158","348,689","271,827","203,021","146,612","99,053","112,186","7,272,621"
2017,"Less developed regions, excluding least developed countries","2,495,897","2,332,273","2,101,082","2,273,961","3,205,890","4,405,606","4,757,726","4,322,768","3,578,878","2,904,064","2,265,293","1,864,480","1,489,310","1,161,452","948,548","1,647,001","41,754,498"
2017,High-income countries,"1,357,299","1,862,295","2,162,336","2,836,376","4,688,070","7,079,351","8,347,457","8,406,437","7,818,722","7,023,205","6,109,943","5,230,767","4,312,966","3,559,151","2,759,843","5,118,988","78,673,206"
2017,Middle-income countries,"2,030,569","1,861,481","1,710,899","1,994,725","2,871,416","3,759,074","3,969,807","3,675,462","3,298,316","2,960,886","2,632,593","2,365,745","2,026,662","1,621,188","1,311,870","2,041,785","40,132,478"
2017,Upper-middle-income countries,"1,111,781","1,048,590","988,365","1,186,205","1,794,025","2,398,987","2,527,081","2,298,420","2,004,431","1,763,641","1,543,422","1,394,591","1,238,799","966,297","756,692","1,251,568","24,272,895"
2017,Lower-middle-income countries,"918,788","812,891","722,534","808,520","1,077,391","1,360,087","1,442,726","1,377,042","1,293,885","1,197,245","1,089,171","971,154","787,863","654,891","555,178","790,217","15,859,583"
2017,Low-income countries,"447,430","439,996","401,841","447,326","529,494","572,384","544,128","485,532","412,692","344,736","275,087","217,256","162,896","116,705","76,343","86,375","5,560,221"
2017,Sub-Saharan Africa,"994,840","893,286","775,952","823,074","1,012,411","1,159,462","1,120,260","980,153","804,805","644,821","498,562","391,864","300,765","224,079","161,114","189,373","10,975,090"
2017,AFRICA,"1,042,355","933,479","815,749","866,804","1,065,649","1,226,588","1,188,981","1,039,694","854,487","686,819","532,770","420,766","324,956","241,790","173,818","202,915","11,617,889"
2017,Eastern Africa,"344,689","328,609","283,320","301,744","344,520","375,515","360,195","322,865","275,392","231,386","186,467","147,475","110,178","80,978","51,869","57,285","3,802,487"
2017,Burundi,"20,225","13,227","9,016","8,705","11,733","13,308","13,220","12,527","11,704","10,583","8,562","6,615","4,711","3,228","2,151","2,455","151,970"
2017,Comoros,237,242,286,403,565,689,721,691,639,556,449,342,237,180,122,125,"6,484"
2017,Djibouti,"1,842","2,446","3,598","5,278","6,934","7,691","6,860","5,557","4,157","3,052","2,255","1,775","1,383","1,036",550,650,"55,064"
2017,Eritrea,465,417,431,540,675,759,761,694,600,500,405,329,237,164,78,97,"7,152"
2017,Ethiopia,"73,533","92,511","60,348","51,743","45,674","46,316","45,620","42,050","37,069","31,676","25,638","19,932","13,965","8,642","3,986","4,218","602,921"
2017,Kenya,"78,313","53,437","46,577","47,291","47,509","48,125","44,726","38,590","32,750","27,113","21,164","16,344","13,196","10,149","7,070","7,494","539,848"
2017,Madagascar,966,966,968,"1,002","1,024","1,001","1,016","1,100","1,144","1,084",939,836,760,663,540,557,"14,566"
2017,Malawi,"7,632","7,049","7,009","7,645","9,553","11,748","12,330","11,367","10,060","8,922","7,459","6,194","5,016","3,909","3,073","5,202","124,168"
2017,Mauritius,279,339,434,703,"1,244","1,688","1,580","1,563","1,444","1,155",840,548,372,233,172,216,"12,810"
2017,Mayotte,"1,399","1,664","2,075","2,855","4,013","4,902","5,146","4,795","4,045","3,090","1,990","1,257",928,745,519,552,"39,975"
2017,Mozambique,"12,974","10,813","8,917","9,061","11,392","12,920","12,700","12,490","9,668","7,354","5,523","4,039","2,856","2,147","1,516","1,741","126,111"
2017,Réunion,"2,104","4,964","6,466","6,646","4,823","5,577","6,458","6,486","5,619","4,520","3,822","2,430","1,438",889,569,818,"63,629"
2017,Rwanda,"8,179","9,925","13,577","24,103","31,400","29,280","24,375","19,998","16,082","12,980","9,748","6,968","3,345","3,816","3,367","5,149","222,292"
2017,Seychelles,103,123,118,113,228,396,542,573,522,402,298,189,111,60,41,58,"3,877"
2017,Somalia,"2,758","2,340","2,045","1,796","1,796","1,889","1,874","1,665","1,384","1,143",891,669,483,270,147,169,"21,319"
2017,South Sudan,"37,470","36,060","33,446","33,222","37,225","40,214","39,220","35,136","30,233","25,519","20,277","16,272","12,253","7,368","4,697","5,107","413,719"
2017,Uganda,"70,974","68,871","64,789","69,826","86,818","100,048","93,424","78,116","63,447","51,328","41,967","34,841","28,568","21,121","12,100","12,031","898,269"
2017,United Republic of Tanzania,"14,954","12,908","11,168","14,193","19,855","23,336","23,845","25,323","22,961","20,870","17,631","13,918","8,408","6,386","4,827","6,094","246,677"
2017,Zambia,"3,799","3,550","4,054","5,792","7,698","8,680","8,522","7,704","6,661","5,621","4,536","3,553","2,792","2,043","1,366","1,280","77,651"
2017,Zimbabwe,"6,483","6,757","7,998","10,827","14,361","16,948","17,255","16,440","15,203","13,918","12,073","10,424","9,119","7,929","4,978","3,272","173,985"
2017,Middle Africa,"200,674","172,441","132,102","124,128","146,025","162,467","156,719","139,921","118,945","98,989","79,214","62,126","45,238","32,949","20,718","21,720","1,714,376"
2017,Angola,"77,330","62,676","30,318","10,675","13,955","18,500","20,972","19,749","16,848","14,120","11,545","9,332","7,099","6,333","4,720","6,646","330,818"
2017,Cameroon,"34,820","24,086","15,496","20,296","22,918","25,132","25,370","23,367","20,611","18,022","14,771","11,496","6,634","4,716","2,963","2,915","273,613"
2017,Central African Republic,"4,122","3,140","2,525","2,686","3,564","4,086","4,005","3,663","3,298","2,894","2,272","1,728","1,319",969,668,805,"41,744"
2017,Chad,"32,785","25,678","24,273","23,739","25,034","24,986","22,790","20,127","16,948","13,571","10,503","8,454","6,596","4,365","2,338","1,928","264,115"
2017,Congo,"15,046","13,368","11,972","12,208","14,609","16,915","17,669","17,085","15,871","13,815","10,668","7,703","5,438","3,809","2,339","1,872","180,387"
2017,Democratic Republic of the Congo,"25,126","34,624","39,819","45,112","49,696","48,965","43,339","36,783","30,820","25,365","20,844","17,126","13,253","9,097","5,593","5,784","451,346"
2017,Equatorial Guinea,364,430,492,"1,043","5,325","11,007","9,870","8,133","5,345","3,444","2,328","1,222",841,486,295,270,"50,895"
2017,Gabon,"11,034","8,379","7,153","8,311","10,861","12,804","12,631","10,945","9,135","7,676","6,190","4,989","4,005","3,127","1,739","1,333","120,312"
2017,Sao Tome and Principe,47,60,54,58,63,72,73,69,69,82,93,76,53,47,63,167,"1,146"
2017,Northern Africa,"80,534","70,039","70,352","77,052","90,163","103,724","100,648","85,814","71,419","60,727","49,462","41,669","35,327","28,025","22,170","23,113","1,010,238"
2017,Algeria,"7,261","6,987","5,945","5,516","6,036","7,203","8,503","9,231","10,131","9,898","9,187","8,710","8,064","6,367","4,786","3,607","117,432"
2017,Egypt,"10,649","9,778","9,317","11,498","16,769","27,827","30,392","25,597","20,235","17,039","12,936","9,663","6,394","4,283","3,525","4,747","220,649"
2017,Libya,"24,751","19,392","21,052","22,737","24,963","25,255","22,449","17,489","12,522","8,782","6,642","5,936","5,954","4,211","2,379","2,451","226,965"
2017,Morocco,"3,271","2,715","2,264","2,522","3,510","4,349","4,583","4,359","3,963","3,568","3,012","2,512","2,088","1,706","1,326","1,988","47,736"
2017,Sudan,"33,019","29,846","30,555","33,322","36,925","36,598","31,927","26,273","21,737","18,729","15,254","12,767","11,136","10,314","9,466","9,571","367,439"
2017,Tunisia,"1,468","1,217","1,121","1,339","1,783","2,272","2,563","2,651","2,641","2,542","2,285","1,960","1,594","1,071",633,674,"27,814"
2017,Western Sahara,115,104,98,118,177,220,231,214,190,169,146,121,97,73,55,75,"2,203"
2017,Southern Africa,"110,245","100,876","91,593","100,687","164,803","236,639","247,106","208,029","157,563","114,974","86,804","74,542","65,851","52,383","47,436","71,133","1,930,664"
2017,Botswana,"6,587","5,656","4,788","4,897","6,400","7,707","7,689","7,482","6,232","5,191","4,280","2,988","2,042","1,421","1,075",957,"75,392"
2017,Lesotho,179,159,145,164,219,283,321,320,300,271,235,174,92,91,59,83,"3,095"
2017,Namibia,"1,109","1,655","1,782","2,303","3,677","5,349","5,524","4,282","3,597","3,294","2,801","2,237","1,801","1,404","1,094","1,951","43,860"
2017,South Africa,"101,365","92,455","83,962","92,394","153,412","221,928","232,025","194,444","146,099","105,041","78,464","68,269","61,193","48,878","44,721","67,625","1,792,275"
2017,Swaziland,"1,005",951,916,929,"1,095","1,372","1,547","1,501","1,335","1,177","1,024",874,723,589,487,517,"16,042"
2017,Western Africa,"306,213","261,514","238,382","263,193","320,138","348,243","324,313","283,065","231,168","180,743","130,823","94,954","68,362","47,455","31,625","29,664","3,160,124"
2017,Benin,"12,859","8,937","7,038","7,565","10,264","12,233","11,184","9,871","8,180","6,577","5,008","3,425","2,853","2,202","1,329","1,591","111,116"
2017,Burkina Faso,"22,510","18,547","15,875","27,953","41,603","47,545","43,703","37,769","31,515","25,660","19,083","14,129","9,927","6,374","4,446","4,933","371,572"
2017,Cabo Verde,128,193,237,352,571,743,823,871,845,772,576,447,348,266,168,220,"7,560"
2017,Côte d'Ivoire,"55,065","52,162","49,789","66,318","99,432","124,325","124,718","111,317","89,223","68,079","47,836","33,888","23,970","16,365","10,534","7,469","980,490"
2017,Gambia,"10,056","8,164","7,367","7,845","9,630","10,582","10,560","9,541","7,345","5,121","3,385","2,452","1,778","1,478",880,776,"96,960"
2017,Ghana,"22,669","16,731","14,682","16,543","20,941","23,268","21,767","17,799","13,749","10,865","8,089","6,038","4,365","3,107","2,278","2,150","205,041"
2017,Guinea,"4,394","4,047","3,879","4,449","5,744","5,763","4,785","3,829","3,019","2,468","2,027","1,692","1,407","1,221",878,893,"50,495"
2017,Guinea-Bissau,"1,702","1,289",932,806,"1,137","1,403","1,244",917,671,526,428,336,229,154,120,165,"12,059"
2017,Liberia,"5,395","3,973","4,179","4,693","4,202","3,733","3,714","3,137","2,545","1,973","1,483","1,118",795,570,419,460,"42,389"
2017,Mali,"11,719","11,648","14,856","20,319","24,268","23,561","19,602","15,343","12,017","9,542","7,085","5,326","4,056","3,093","2,306","2,350","187,091"
2017,Mauritania,"10,486","8,354","6,439","6,106","7,248","7,573","6,587","5,312","4,029","3,091","2,178","1,768","1,335","1,004",757,"1,035","73,302"
2017,Niger,"17,149","15,361","14,573","15,380","16,842","15,908","12,926","10,977","9,220","7,429","5,879","4,850","3,837","2,587","1,403","1,176","155,497"
2017,Nigeria,"105,637","85,987","67,593","50,701","43,091","37,274","32,394","31,710","29,895","24,609","17,501","11,714","7,782","5,212","3,488","2,876","557,464"
2017,Saint Helena,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,269
2017,Senegal,"6,328","6,199","9,297","12,582","15,343","16,398","14,866","12,059","9,057","6,473","4,769","3,756","2,776","1,740","1,120","1,897","124,660"
2017,Sierra Leone,"4,164","4,428","4,956","5,026","4,750","4,251","3,710","3,093","2,469","1,943","1,400",994,710,506,358,317,"43,075"
2017,Togo,"15,952","15,494","16,690","16,555","15,072","13,683","11,730","9,520","7,389","5,615","4,096","3,021","2,194","1,576","1,141","1,356","141,084"
2017,ASIA,"1,843,419","1,743,745","1,560,583","1,741,684","2,613,734","3,645,541","3,965,602","3,605,232","2,992,219","2,425,787","1,870,926","1,528,423","1,186,968","922,971","759,458","1,328,740","33,735,032"
2017,Central Asia,"43,437","68,241","81,454","116,014","193,633","242,392","253,302","229,016","206,172","201,837","194,268","195,305","186,384","165,433","170,129","283,988","2,831,005"
2017,Kazakhstan,"30,975","52,631","60,746","86,987","152,484","188,756","191,646","162,688","135,003","126,273","114,304","111,623","100,401","78,170","80,462","160,020","1,833,169"
2017,Kyrgyzstan,"1,745","1,923","2,054","2,613","5,372","8,944","10,235","9,700","9,596","9,356","9,491","9,823","9,129","7,301","6,298","15,750","119,330"
2017,Tajikistan,"1,312","1,800","2,654","3,837","5,107","6,660","8,134","9,707","11,253","12,890","14,773","16,389","17,269","16,411","13,196","14,046","155,438"
2017,Turkmenistan,"1,426","1,602","2,114","3,035","4,046","5,025","5,910","6,669","7,313","7,887","8,357","8,753","8,926","9,092","9,950","14,050","104,155"
2017,Uzbekistan,"7,979","10,285","13,886","19,542","26,624","33,007","37,377","40,252","43,007","45,431","47,343","48,717","50,659","54,459","60,223","80,122","618,913"
2017,Eastern Asia,"80,558","86,538","89,267","151,180","339,891","456,639","464,836","426,975","411,459","373,078","287,116","237,240","188,856","151,408","125,236","266,912","4,137,189"
2017,China,"24,998","23,151","20,064","20,198","26,634","33,172","35,783","35,505","33,201","29,912","25,594","21,391","17,063","14,137","11,152","14,255","386,210"
2017,"China, Hong Kong SAR","6,281","18,469","27,538","50,023","97,415","171,010","195,943","183,679","175,652","158,066","113,054","105,442","94,202","82,864","74,973","190,971","1,745,582"
2017,"China, Macao SAR",908,"2,663","3,582","5,813","11,025","17,464","20,167","19,613","20,224","20,118","18,170","15,809","12,908","9,569","6,235","8,718","192,986"
2017,Dem. People's Republic of Korea,"1,299","1,166","1,033","1,225","1,896","2,491","2,628","2,480","2,220","1,942","1,597","1,288",997,906,661,760,"24,589"
2017,Japan,"38,361","32,679","29,837","58,255","143,507","152,033","143,507","130,719","127,877","115,089","86,672","61,096","45,467","35,520","28,416","48,328","1,277,363"
2017,Mongolia,201,240,229,256,425,526,435,444,437,436,385,318,227,147,95,119,"4,920"
2017,Republic of Korea,"8,510","8,170","6,984","15,410","58,989","79,943","66,373","54,535","51,848","47,515","41,644","31,896","17,992","8,265","3,704","3,761","505,539"
2017,Southern Asia,"165,847","185,091","219,500","314,674","473,184","643,075","714,466","690,808","639,749","566,752","494,474","436,842","316,983","236,629","186,706","331,495","6,616,275"
2017,Afghanistan,"8,317","8,277","7,748","5,804","5,444","5,692","5,497","4,974","4,332","3,639","2,881","2,143","1,312",442,174,198,"66,874"
2017,Bangladesh,"39,659","34,796","30,948","48,108","81,545","100,056","94,686","74,217","64,078","47,669","35,178","23,611","15,360","9,469","5,755","4,622","709,757"
2017,Bhutan,304,529,684,704,330,"1,245",848,922,837,830,710,611,536,314,221,265,"9,890"
2017,India,"14,453","36,267","50,057","85,374","145,545","214,640","242,551","235,785","223,236","204,499","204,624","197,669","172,742","140,502","117,121","245,652","2,530,717"
2017,Iran (Islamic Republic of),"79,982","78,009","92,381","115,509","133,145","147,280","146,844","130,163","103,706","82,864","51,904","38,600","29,874","18,156","9,584","10,370","1,268,371"
2017,Maldives,297,370,282,157,535,"1,563","1,730","1,222",729,536,343,245,141,71,25,21,"8,267"
2017,Nepal,"5,448","5,883","5,893","11,524","21,555","30,916","39,746","42,400","40,187","36,336","29,664","23,094","18,163","13,044","10,527","14,362","348,742"
2017,Pakistan,"15,594","19,088","29,361","45,400","83,325","140,306","181,389","200,084","201,730","189,548","168,431","150,258","78,322","54,067","42,708","54,937","1,654,548"
2017,Sri Lanka,"1,793","1,872","2,146","2,094","1,760","1,377","1,175","1,041",914,831,739,611,533,564,591,"1,068","19,109"
2017,South-Eastern Asia,"169,962","169,700","171,268","249,176","451,931","644,000","672,835","574,929","455,600","353,003","255,896","183,539","132,143","95,106","66,774","101,520","4,747,382"
2017,Brunei Darussalam,"3,095","2,522","2,305","2,672","4,063","4,804","4,581","4,205","3,611","3,714","3,482","2,724","2,064","1,479",837,943,"47,101"
2017,Cambodia,522,840,963,"1,563","3,897","5,555","4,929","3,727","3,002","2,652","2,229","1,801","1,370",912,619,619,"35,200"
2017,Indonesia,"15,134","11,577","11,334","13,815","15,604","14,926","14,001","12,150","9,622","7,425","5,133","3,783","3,148","2,352","1,805","2,862","144,671"
2017,Lao People's Democratic Republic,"1,000","1,047","1,122","1,281","1,636","2,036","2,295","2,328","2,118","1,672","1,318","1,098",772,614,335,398,"21,070"
2017,Malaysia,"30,620","33,300","31,434","52,977","116,220","175,704","178,665","141,232","104,602","75,854","49,102","31,451","19,982","12,435","7,961","9,036","1,070,575"
2017,Myanmar,"2,276","1,876","2,020","2,470","2,617","2,763","2,954","2,840","2,465","2,223","1,965","1,764","1,732","1,454","1,058","1,265","33,742"
2017,Philippines,"11,314","8,768","7,207","7,031","7,982","8,693","8,738","8,551","7,963","6,834","5,316","4,018","3,062","2,294","1,872","5,648","105,291"
2017,Singapore,"29,950","37,245","47,208","70,922","107,740","143,854","165,923","169,332","157,336","137,932","110,966","87,724","68,023","49,700","31,660","49,687","1,465,202"
2017,Thailand,"73,931","70,548","65,769","94,221","189,235","281,942","286,552","226,527","161,325","111,883","74,141","47,314","30,525","22,562","19,743","30,332","1,786,550"
2017,Timor-Leste,412,365,304,291,388,550,746,725,608,464,367,226,206,126,99,86,"5,963"
2017,Viet Nam,"1,708","1,612","1,602","1,933","2,549","3,173","3,451","3,312","2,948","2,350","1,877","1,636","1,259","1,178",785,644,"32,017"
